,date,team_1,team_1_score,team_2,team_2_score,field
692,3/19/2011,Radford,4,Cornell,3,@Radford
693,3/19/2011,Radford,5,Cornell,2,@Radford
694,3/20/2011,Radford,6,Cornell,2,@Radford
695,3/22/2011,James Madison,6,Cornell,4,@James Madison
696,3/23/2011,James Madison,13,Cornell,12,@James Madison
697,3/24/2011,Appalachian State,8,Cornell,3,@Appalachian Sta
698,3/25/2011,Appalachian State,8,Cornell,7,@Appalachian Sta
699,3/25/2011,Cornell,5,Appalachian Sta,3,@Appalachian Sta
700,3/30/2011,LeMoyne,9,Cornell,5,@Cornell
701,4/02/2011,Yale,5,Cornell,3,@Cornell
702,4/02/2011,Yale,7,Cornell,2,@Cornell
703,4/03/2011,Brown,5,Cornell,2,@Cornell
704,4/03/2011,Cornell,13,Brown,8,@Cornell
705,4/09/2011,Dartmouth,3,Cornell,2,@Dartmouth
706,4/09/2011,Dartmouth,4,Cornell,2,@Dartmouth
707,4/10/2011,Cornell,18,Harvard,5,@Harvard
708,4/10/2011,Harvard,11,Cornell,8,@Harvard
709,4/12/2011,LeMoyne,19,Cornell,3,@LeMoyne
710,4/12/2011,LeMoyne,5,Cornell,1,@LeMoyne
711,4/16/2011,Columbia,12,Cornell,2,@Columbia
712,4/16/2011,Columbia,2,Cornell,1,@Columbia
713,4/17/2011,Columbia,6,Cornell,0,@Columbia
714,4/17/2011,Cornell,7,Columbia,1,@Columbia
715,4/19/2011,Cornell,9,Siena,0,@Siena
716,4/19/2011,Siena,8,Cornell,3,@Siena
717,4/24/2011,Cornell,4,Pennsylvania,2,@Cornell
718,4/24/2011,Pennsylvania,10,Cornell,2,@Cornell
719,4/25/2011,Cornell,13,Pennsylvania,4,@Cornell
720,4/25/2011,Cornell,3,Pennsylvania,0,@Cornell
721,4/29/2011,Cornell,5,Princeton,0,@Princeton
722,4/29/2011,Princeton,8,Cornell,5,@Princeton
723,5/01/2011,Princeton,6,Cornell,1,@Cornell
724,5/01/2011,Princeton,6,Cornell,3,@Cornell
725,3/02/2012,Cornell,15,Maryland-Easter,4,@Maryland-Easter
726,3/02/2012,Cornell,7,Maryland-Easter,0,@Maryland-Easter
727,3/04/2012,Cornell,13,Maryland-Easter,0,@Maryland-Easter
728,3/04/2012,Cornell,7,Maryland-Easter,5,@Maryland-Easter
729,3/10/2012,Cornell,5,George Washingt,3,@George Washingt
730,3/10/2012,Cornell,6,George Washingt,3,@George Washingt
731,3/11/2012,Cornell,12,George Washingt,3,@George Washingt
732,3/11/2012,George Washington,4,Cornell,3,@George Washingt
733,3/17/2012,Cornell,16,Delaware State,6,@Delaware State
734,3/17/2012,Delaware State,11,Cornell,2,@Delaware State
735,3/18/2012,Cornell,19,Delaware State,6,@Delaware State
736,3/20/2012,Virginia Tech,9,Cornell,6,@Virginia Tech
737,3/21/2012,Virginia Tech,5,Cornell,4,@Virginia Tech
738,3/22/2012,Cornell,5,Longwood,1,@Longwood
739,3/23/2012,Cornell,3,Longwood,1,@Longwood
740,3/23/2012,Cornell,4,Longwood,3,@Longwood
741,3/27/2012,Cornell,5,Albany,2,@Albany
742,3/31/2012,Cornell,12,Harvard,7,@Cornell
743,3/31/2012,Harvard,6,Cornell,2,@Cornell
744,4/01/2012,Cornell,2,Dartmouth,0,@Cornell
745,4/02/2012,Cornell,5,Dartmouth,2,@Cornell
746,4/04/2012,Canisius,7,Cornell,3,@Canisius
747,4/04/2012,Cornell,5,Canisius,4,@Canisius
748,4/07/2012,Cornell,10,Brown,9,@Brown
749,4/07/2012,Cornell,12,Brown,5,@Brown
750,4/08/2012,Cornell,5,Yale,3,@Yale
751,4/08/2012,Cornell,8,Yale,6,@Yale
752,4/11/2012,Binghamton,6,Cornell,4,@Cornell
753,4/14/2012,Cornell,2,Columbia,1,@Cornell
754,4/14/2012,Cornell,3,Columbia,0,@Cornell
755,4/15/2012,Columbia,5,Cornell,1,@Cornell
756,4/15/2012,Cornell,5,Columbia,4,@Cornell
757,4/17/2012,Siena,5,Cornell,4,@Cornell
758,4/17/2012,Siena,6,Cornell,2,@Cornell
759,4/20/2012,Cornell,3,Pennsylvania,0,@Pennsylvania
760,4/20/2012,Cornell,9,Pennsylvania,5,@Pennsylvania
761,4/21/2012,Cornell,3,Pennsylvania,0,@Pennsylvania
762,4/21/2012,Pennsylvania,4,Cornell,3,@Pennsylvania
763,4/25/2012,Cornell,9,Binghamton,5,@Cornell
764,4/27/2012,Princeton,13,Cornell,3,@Cornell
765,4/27/2012,Princeton,1,Cornell,0,@Cornell
766,4/29/2012,Cornell,4,Princeton,3,@Princeton
767,4/29/2012,Princeton,6,Cornell,0,@Princeton
768,5/05/2012,Cornell,11,Dartmouth,3,@neutral
769,5/05/2012,Dartmouth,7,Cornell,1,@neutral
770,5/06/2012,Cornell,3,Dartmouth,1,@neutral
771,6/01/2012,North Carolina,7,Cornell,4,@neutral
772,6/02/2012,East Carolina,10,Cornell,6,@neutral
773,3/01/2013,Cornell,5,Maryland-Easter,3,@Maryland-Easter
774,3/01/2013,St. Peter's,4,Cornell,3,@neutral
775,3/02/2013,Cornell,3,St. Peter's,2,@neutral
776,3/03/2013,Cornell,6,Maryland-Easter,2,@Maryland-Easter
777,3/09/2013,George Washington,4,Cornell,3,@George Washingt
778,3/09/2013,George Washington,5,Cornell,3,@George Washingt
779,3/10/2013,Cornell,7,George Washingt,5,@George Washingt
780,3/10/2013,George Washington,1,Cornell,0,@George Washingt
781,3/16/2013,Appalachian State,9,Cornell,4,@Appalachian Sta
782,3/16/2013,Cornell,15,Appalachian Sta,5,@Appalachian Sta
783,3/17/2013,Cornell,8,Appalachian Sta,4,@Appalachian Sta
784,3/19/2013,Cornell,10,Davidson,9,@Davidson
785,3/20/2013,Cornell,3,Davidson,2,@Davidson
786,3/22/2013,Cornell,3,Villanova,2,@Villanova
787,3/23/2013,Cornell,4,Villanova,0,@Villanova
788,3/24/2013,Cornell,3,Villanova,1,@Villanova
789,3/26/2013,Albany,4,Cornell,1,@Cornell
790,3/26/2013,Cornell,5,Albany,4,@Cornell
791,3/30/2013,Cornell,4,Brown,1,@Cornell
792,3/30/2013,Cornell,6,Brown,1,@Cornell
793,3/31/2013,Cornell,8,Yale,5,@Cornell
794,4/01/2013,Yale,4,Cornell,2,@Cornell
795,4/04/2013,Canisius,14,Cornell,5,@Cornell
796,4/06/2013,Cornell,3,Harvard,1,@Harvard
797,4/06/2013,Harvard,10,Cornell,7,@Harvard
798,4/07/2013,Cornell,3,Dartmouth,0,@Dartmouth
799,4/07/2013,Dartmouth,1,Cornell,0,@Dartmouth
800,4/13/2013,Columbia,5,Cornell,0,@Columbia
801,4/13/2013,Columbia,8,Cornell,1,@Columbia
802,4/14/2013,Columbia,5,Cornell,2,@Columbia
803,4/14/2013,Cornell,5,Columbia,4,@Columbia
804,4/20/2013,Cornell,4,Pennsylvania,2,@Cornell
805,4/20/2013,Pennsylvania,6,Cornell,0,@Cornell
806,4/21/2013,Cornell,3,Pennsylvania,1,@Cornell
807,4/21/2013,Cornell,8,Pennsylvania,2,@Cornell
808,4/23/2013,Binghamton,6,Cornell,5,@Binghamton
809,4/26/2013,Cornell,2,Princeton,1,@Princeton
810,4/26/2013,Cornell,4,Princeton,2,@Princeton
811,4/28/2013,Princeton,4,Cornell,1,@Cornell
812,4/28/2013,Princeton,5,Cornell,2,@Cornell
813,3/01/2014,Cornell,3,Navy,2,@Navy
814,3/01/2014,Navy,4,Cornell,2,@Navy
815,3/02/2014,Cornell,4,Navy,2,@Navy
816,3/08/2014,Cornell,6,George Washingt,2,@George Washingt
817,3/08/2014,George Washington,4,Cornell,3,@George Washingt
818,3/09/2014,Cornell,4,George Washingt,3,@George Washingt
819,3/09/2014,Cornell,8,George Washingt,1,@George Washingt
820,3/15/2014,Cornell,17,James Madison,8,@James Madison
821,3/15/2014,James Madison,16,Cornell,15,@James Madison
822,3/16/2014,Cornell,14,James Madison,8,@James Madison
823,3/22/2014,Sacred Heart,3,Cornell,0,@neutral
