,index,Year,Team,GP,AB,H,BA,OBPct,TB,SlgPct,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,season_id,school_id,stats_player_seq,name,G,RBI2out,OPP DP
541,1,2013-14,{'href': '/team/554/11620'},12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,554,1426329,Luke Strieber,,,
542,2,2014-15,{'href': '/team/554/12080'},7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,554,1426329,Luke Strieber,,,
543,3,2015-16,{'href': '/team/554/12360'},10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,554,1426329,Luke Strieber,,,
544,0,2012-13,{'href': '/team/813/11320'},22,71,15,0.211,0.278,-,0.225,7,1,-,-,5,6,1,1,2,9,1,1,2,-,-,11320,813,1428376,Nate Adams,,,
545,1,2013-14,{'href': '/team/813/11620'},39,129,32,0.248,0.307,-,0.279,21,2,1,-,9,6,5,-,4,19,1,9,-,-,-,11320,813,1428376,Nate Adams,,,
546,2,2014-15,{'href': '/team/813/12080'},36,110,26,0.236,0.348,-,0.264,16,3,-,-,10,13,7,2,2,25,1,7,3,-,-,11320,813,1428376,Nate Adams,,,
547,3,2015-16,{'href': '/team/813/12360'},36,130,43,0.331,0.389,-,0.438,21,10,2,-,10,10,3,1,1,20,1,4,3,-,-,11320,813,1428376,Nate Adams,,,
548,0,2012-13,{'href': '/team/813/11320'},11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,813,1428377,Chris Lanham,,,
549,1,2013-14,{'href': '/team/813/11620'},12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,813,1428377,Chris Lanham,,,
550,2,2014-15,{'href': '/team/813/12080'},11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,813,1428377,Chris Lanham,,,
551,3,2015-16,{'href': '/team/813/12360'},11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,813,1428377,Chris Lanham,,,
552,0,2012-13,{'href': '/team/813/11320'},37,128,36,0.281,0.324,-,0.336,17,7,-,-,13,8,1,2,2,32,-,1,2,-,-,11320,813,1428378,Brent Lawson,,,
553,1,2013-14,{'href': '/team/813/11620'},26,62,13,0.210,0.290,-,0.210,8,-,-,-,9,7,-,-,3,13,1,2,-,-,-,11320,813,1428378,Brent Lawson,,,
554,2,2014-15,{'href': '/team/813/12080'},20,41,6,0.146,0.271,-,0.195,4,2,-,-,2,5,2,-,-,14,1,1,-,-,-,11320,813,1428378,Brent Lawson,,,
555,3,2015-16,{'href': '/team/813/12360'},43,127,35,0.276,0.367,-,0.417,23,10,1,2,12,14,5,1,1,33,2,5,4,-,-,11320,813,1428378,Brent Lawson,,,
556,0,2012-13,{'href': '/team/813/11320'},18,8,2,0.250,0.333,-,0.250,-,-,-,-,2,1,-,-,-,5,-,-,-,-,-,11320,813,1428379,Chris Moates,,,
557,1,2013-14,{'href': '/team/813/11620'},16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,813,1428379,Chris Moates,,,
558,2,2014-15,{'href': '/team/813/12080'},11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,813,1428379,Chris Moates,,,
559,3,2015-16,{'href': '/team/813/12360'},22,38,9,0.237,0.275,-,0.263,3,1,-,-,6,2,-,-,-,8,1,1,-,-,-,11320,813,1428379,Chris Moates,,,
560,0,2012-13,{'href': '/team/813/11320'},37,108,17,0.157,0.198,-,0.194,3,2,1,-,15,4,2,2,3,22,2,1,2,-,-,11320,813,1428380,Tom O'Neill,,,
561,1,2013-14,{'href': '/team/813/11620'},30,66,12,0.182,0.217,-,0.288,2,4,-,1,10,2,1,-,1,13,3,1,-,-,-,11320,813,1428380,Tom O'Neill,,,
562,2,2014-15,{'href': '/team/813/12080'},18,36,5,0.139,0.262,-,0.139,4,-,-,-,2,5,1,-,1,13,-,1,1,-,-,11320,813,1428380,Tom O'Neill,,,
563,3,2015-16,{'href': '/team/813/12360'},47,149,31,0.208,0.256,-,0.289,15,6,-,2,17,5,5,1,1,33,1,1,-,-,-,11320,813,1428380,Tom O'Neill,,,
564,0,2012-13,{'href': '/team/813/11320'},7,4,-,0.000,0.200,-,0.000,-,-,-,-,-,1,-,-,-,2,-,-,-,-,-,11320,813,1428381,Jake Semones,,,
565,0,2012-13,{'href': '/team/158/11320'},20,55,14,0.255,0.276,-,0.364,4,3,-,1,7,1,1,1,1,9,1,-,1,-,-,11320,158,1429374,Logan Boyher,,,
566,1,2013-14,{'href': '/team/158/11620'},32,99,25,0.253,0.306,-,0.303,12,1,2,-,11,2,7,3,2,22,1,-,1,-,-,11320,158,1429374,Logan Boyher,,,
567,2,2014-15,{'href': '/team/158/12080'},33,98,30,0.306,0.415,-,0.439,21,7,-,2,23,17,2,1,5,15,3,2,-,-,-,11320,158,1429374,Logan Boyher,,,
568,3,2015-16,{'href': '/team/158/12360'},34,100,27,0.270,0.421,-,0.470,20,2,-,6,12,22,4,-,5,21,1,5,2,-,-,11320,158,1429374,Logan Boyher,,,
569,0,2012-13,{'href': '/team/158/11320'},12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,158,1429375,Adam Cline,,,
570,1,2013-14,{'href': '/team/158/11620'},12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,158,1429375,Adam Cline,,,
571,2,2014-15,{'href': '/team/158/12080'},15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,158,1429375,Adam Cline,,,
572,3,2015-16,{'href': '/team/158/12360'},9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,158,1429375,Adam Cline,,,
573,0,2012-13,{'href': '/team/158/11320'},2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,158,1429376,Willis Robbins,,,
574,1,2013-14,{'href': '/team/158/11620'},7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,158,1429376,Willis Robbins,,,
575,2,2014-15,{'href': '/team/158/12080'},12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,158,1429376,Willis Robbins,,,
576,3,2015-16,{'href': '/team/158/12360'},9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,158,1429376,Willis Robbins,,,
577,0,2013-14,{'href': '/team/158/11620'},9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,158,1429377,Matt Robinson,,,
578,1,2014-15,{'href': '/team/158/12080'},13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,158,1429377,Matt Robinson,,,
579,2,2015-16,{'href': '/team/158/12360'},7,1,-,0.000,0.000,-,0.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,158,1429377,Matt Robinson,,,
580,0,2012-13,{'href': '/team/158/11320'},14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,158,1429378,Kevin Roy,,,
581,1,2013-14,{'href': '/team/158/11620'},12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,158,1429378,Kevin Roy,,,
582,2,2014-15,{'href': '/team/158/12080'},13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,158,1429378,Kevin Roy,,,
583,3,2015-16,{'href': '/team/158/12360'},6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,158,1429378,Kevin Roy,,,
584,0,2012-13,{'href': '/team/158/11320'},42,127,42,0.331,0.394,-,0.520,18,7,1,5,29,10,4,1,-,22,3,-,-,-,1,11320,158,1429382,Joey Falcone,,,
585,1,2013-14,{'href': '/team/158/11620'},24,64,8,0.125,0.222,-,0.141,1,1,-,-,7,6,2,-,-,20,1,1,-,-,-,11320,158,1429382,Joey Falcone,,,
586,2,2014-15,{'href': '/team/158/12080'},51,192,62,0.323,0.399,-,0.615,38,19,2,11,54,22,3,1,-,48,5,4,-,-,4,11320,158,1429382,Joey Falcone,,,
587,0,2012-13,{'href': '/team/158/11320'},16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,158,1429383,Thomas Crispi,,,
588,1,2013-14,{'href': '/team/158/11620'},14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,158,1429383,Thomas Crispi,,,
589,2,2015-16,{'href': '/team/158/12360'},8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,158,1429383,Thomas Crispi,,,
590,0,2012-13,{'href': '/team/158/11320'},12,13,8,0.615,0.643,-,0.769,3,2,-,-,4,1,-,-,-,2,-,-,-,-,-,11320,158,1429384,John Kinne,,,
591,1,2013-14,{'href': '/team/158/11620'},25,62,17,0.274,0.328,-,0.274,6,-,-,-,5,4,1,-,3,9,1,1,1,-,-,11320,158,1429384,John Kinne,,,
592,2,2014-15,{'href': '/team/158/12080'},34,83,25,0.301,0.396,-,0.337,14,3,-,-,12,11,2,-,-,9,3,1,-,-,-,11320,158,1429384,John Kinne,,,
593,3,2015-16,{'href': '/team/158/12360'},40,138,37,0.268,0.318,-,0.326,16,5,-,1,22,9,4,6,6,22,4,3,-,-,-,11320,158,1429384,John Kinne,,,
594,0,2012-13,{'href': '/team/158/11320'},23,20,2,0.100,0.333,-,0.100,3,-,-,-,2,5,2,-,-,3,3,-,-,-,-,11320,158,1429385,Nick Maguire,,,
595,1,2013-14,{'href': '/team/158/11620'},46,155,41,0.265,0.354,-,0.400,17,10,1,3,15,19,3,1,4,25,5,-,-,-,-,11320,158,1429385,Nick Maguire,,,
596,2,2014-15,{'href': '/team/158/12080'},50,178,43,0.242,0.303,-,0.427,23,12,-,7,23,13,3,1,1,44,4,1,-,-,1,11320,158,1429385,Nick Maguire,,,
597,3,2015-16,{'href': '/team/158/12360'},40,135,37,0.274,0.413,-,0.430,22,12,-,3,17,31,1,-,-,26,3,2,2,-,-,11320,158,1429385,Nick Maguire,,,
598,0,2012-13,{'href': '/team/158/11320'},2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,158,1429386,George Martin,,,
599,1,2013-14,{'href': '/team/158/11620'},2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,158,1429386,George Martin,,,
600,2,2014-15,{'href': '/team/158/12080'},3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,158,1429386,George Martin,,,
601,3,2015-16,{'href': '/team/158/12360'},8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,158,1429386,George Martin,,,
602,0,2012-13,{'href': '/team/540/11320'},36,80,22,0.275,0.383,-,0.300,13,-,1,-,11,13,1,-,2,23,-,10,1,-,-,11320,540,1432593,Connor Betbeze,,,
603,1,2013-14,{'href': '/team/540/11620'},25,56,12,0.214,0.362,-,0.321,14,1,1,1,8,11,2,-,1,7,1,2,2,-,-,11320,540,1432593,Connor Betbeze,,,
604,2,2014-15,{'href': '/team/540/12080'},32,102,32,0.314,0.403,-,0.441,22,5,1,2,16,14,2,1,2,20,3,8,1,-,-,11320,540,1432593,Connor Betbeze,,,
605,0,2012-13,{'href': '/team/540/11320'},42,172,55,0.320,0.362,-,0.477,25,19,1,2,31,10,2,1,-,32,2,7,3,-,-,11320,540,1432594,Michael Vilardo,,,
606,1,2013-14,{'href': '/team/540/11620'},35,130,40,0.308,0.345,-,0.454,19,12,2,1,21,7,2,3,-,35,1,3,-,-,-,11320,540,1432594,Michael Vilardo,,,
607,0,2012-13,{'href': '/team/540/11320'},42,131,28,0.214,0.273,-,0.305,14,10,1,-,16,9,2,1,4,29,1,4,1,-,-,11320,540,1432595,Ryan Mincher,,,
608,1,2013-14,{'href': '/team/540/11620'},36,117,33,0.282,0.393,-,0.470,18,10,-,4,24,21,1,1,3,22,5,2,3,-,-,11320,540,1432595,Ryan Mincher,,,
609,2,2014-15,{'href': '/team/540/12080'},36,122,40,0.328,0.414,-,0.484,26,11,1,2,12,15,3,-,3,8,7,1,-,-,-,11320,540,1432595,Ryan Mincher,,,
610,3,2015-16,{'href': '/team/540/12360'},34,118,31,0.263,0.365,-,0.483,19,7,2,5,22,18,1,-,-,26,3,1,-,-,-,11320,540,1432595,Ryan Mincher,,,
611,0,2012-13,{'href': '/team/540/11320'},14,28,3,0.107,0.167,-,0.143,3,1,-,-,2,2,-,-,1,5,1,-,-,-,-,11320,540,1432596,Marshall Harden,,,
612,1,2013-14,{'href': '/team/540/11620'},11,35,10,0.286,0.359,-,0.429,3,2,-,1,6,4,-,-,1,7,-,-,-,-,-,11320,540,1432596,Marshall Harden,,,
613,0,2012-13,{'href': '/team/540/11320'},4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,540,1432597,Brian Schwarzbach,,,
614,1,2013-14,{'href': '/team/540/11620'},4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,540,1432597,Brian Schwarzbach,,,
615,0,2012-13,{'href': '/team/540/11320'},13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,540,1432598,Mitch Holtz,,,
616,1,2013-14,{'href': '/team/540/11620'},7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,540,1432598,Mitch Holtz,,,
617,2,2014-15,{'href': '/team/540/12080'},9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,540,1432598,Mitch Holtz,,,
618,3,2015-16,{'href': '/team/540/12360'},17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,540,1432598,Mitch Holtz,,,
619,0,2012-13,{'href': '/team/540/11320'},4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,540,1432599,Jeremy Witt,,,
620,1,2013-14,{'href': '/team/540/11620'},2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,540,1432599,Jeremy Witt,,,
621,0,2012-13,{'href': '/team/540/11320'},35,98,20,0.204,0.271,-,0.245,14,2,1,-,6,8,1,-,5,24,-,7,-,-,-,11320,540,1432601,Gary Tesch,,,
622,1,2013-14,{'href': '/team/540/11620'},32,55,14,0.255,0.305,-,0.345,9,2,-,1,5,4,-,-,2,12,-,5,-,-,-,11320,540,1432601,Gary Tesch,,,
623,2,2014-15,{'href': '/team/540/12080'},37,126,35,0.278,0.341,-,0.357,24,5,1,1,10,10,2,-,2,28,3,11,-,-,-,11320,540,1432601,Gary Tesch,,,
624,3,2015-16,{'href': '/team/540/12360'},33,129,46,0.357,0.421,-,0.450,24,6,-,2,13,8,7,1,4,31,2,12,4,-,1,11320,540,1432601,Gary Tesch,,,
625,0,2012-13,{'href': '/team/275/11320'},39,140,33,0.236,0.318,-,0.279,19,6,-,-,10,9,8,-,2,22,3,-,1,-,-,11320,275,1438715,Mitch Klug,,,
626,1,2013-14,{'href': '/team/275/11620'},34,101,25,0.248,0.339,-,0.277,11,3,-,-,7,7,7,-,5,20,1,3,2,-,-,11320,275,1438715,Mitch Klug,,,
627,2,2014-15,{'href': '/team/275/12080'},39,137,44,0.321,0.435,-,0.365,18,6,-,-,17,16,14,3,2,27,3,7,2,-,-,11320,275,1438715,Mitch Klug,,,
628,3,2015-16,{'href': '/team/275/12360'},40,140,40,0.286,0.396,-,0.421,27,9,2,2,12,13,14,2,2,25,6,4,2,-,1,11320,275,1438715,Mitch Klug,,,
629,0,2012-13,{'href': '/team/275/11320'},14,6,1,0.167,0.444,-,0.167,1,-,-,-,-,3,-,-,-,3,-,-,-,-,-,11320,275,1438716,T.J. Laurisch,,,
630,1,2013-14,{'href': '/team/275/11620'},11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,275,1438716,T.J. Laurisch,,,
631,2,2014-15,{'href': '/team/275/12080'},19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,275,1438716,T.J. Laurisch,,,
632,3,2015-16,{'href': '/team/275/12360'},14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,275,1438716,T.J. Laurisch,,,
633,0,2012-13,{'href': '/team/275/11320'},41,139,36,0.259,0.299,-,0.273,8,2,-,-,16,8,-,-,-,17,12,-,1,-,-,11320,275,1438717,Dj Link,,,
634,1,2013-14,{'href': '/team/275/11620'},10,20,3,0.150,0.190,-,0.150,2,-,-,-,1,1,-,-,-,1,1,-,-,-,-,11320,275,1438717,Dj Link,,,
635,2,2014-15,{'href': '/team/275/12080'},27,77,24,0.312,0.404,-,0.403,14,7,-,-,15,10,2,-,-,8,4,-,1,-,-,11320,275,1438717,Dj Link,,,
636,3,2015-16,{'href': '/team/275/12360'},27,77,20,0.260,0.266,-,0.364,3,8,-,-,6,1,-,1,1,14,2,1,-,-,-,11320,275,1438717,Dj Link,,,
637,0,2012-13,{'href': '/team/275/11320'},16,17,2,0.118,0.118,-,0.118,1,-,-,-,-,-,-,-,-,8,1,-,-,-,-,11320,275,1438718,Michael Loughlin,,,
638,1,2013-14,{'href': '/team/275/11620'},2,2,-,0.000,0.000,-,0.000,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,11320,275,1438718,Michael Loughlin,,,
639,0,2012-13,{'href': '/team/275/11320'},29,62,11,0.177,0.239,-,0.242,5,1,-,1,5,4,1,-,-,25,2,-,1,-,1,11320,275,1438719,Sean O'Neill,,,
640,1,2013-14,{'href': '/team/275/11620'},8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,275,1438719,Sean O'Neill,,,
641,2,2014-15,{'href': '/team/275/12080'},12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,275,1438719,Sean O'Neill,,,
642,3,2015-16,{'href': '/team/275/12360'},10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,275,1438719,Sean O'Neill,,,
643,0,2012-13,{'href': '/team/275/11320'},11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,275,1438720,Sean Poppen,,,
644,1,2013-14,{'href': '/team/275/11620'},10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,275,1438720,Sean Poppen,,,
645,2,2014-15,{'href': '/team/275/12080'},9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,275,1438720,Sean Poppen,,,
646,3,2015-16,{'href': '/team/275/12360'},9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,275,1438720,Sean Poppen,,,
647,0,2012-13,{'href': '/team/275/11320'},8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,275,1438721,Shaun Rubin,,,
648,1,2013-14,{'href': '/team/275/11620'},2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,275,1438721,Shaun Rubin,,,
649,2,2014-15,{'href': '/team/275/12080'},4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,275,1438721,Shaun Rubin,,,
650,3,2015-16,{'href': '/team/275/12360'},10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,275,1438721,Shaun Rubin,,,
651,0,2012-13,{'href': '/team/275/11320'},21,26,4,0.154,0.154,-,0.154,4,-,-,-,-,-,-,-,-,5,1,-,-,-,-,11320,275,1438722,Matt Sanders,,,
652,1,2014-15,{'href': '/team/275/12080'},26,25,6,0.240,0.345,-,0.240,6,-,-,-,3,4,-,-,3,5,2,2,-,-,-,11320,275,1438722,Matt Sanders,,,
653,2,2015-16,{'href': '/team/275/12360'},10,1,-,0.000,0.000,-,0.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,275,1438722,Matt Sanders,,,
654,0,2013-14,{'href': '/team/275/11620'},8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,275,1438723,Nick Scahill,,,
655,1,2014-15,{'href': '/team/275/12080'},9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,275,1438723,Nick Scahill,,,
656,2,2015-16,{'href': '/team/275/12360'},10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,275,1438723,Nick Scahill,,,
657,0,2012-13,{'href': '/team/275/11320'},4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,275,1438724,Joey Sliepka,,,
658,1,2014-15,{'href': '/team/275/12080'},3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,275,1438724,Joey Sliepka,,,
659,2,2015-16,{'href': '/team/275/12360'},5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,275,1438724,Joey Sliepka,,,
660,0,2012-13,{'href': '/team/167/11320'},6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,167,1439147,Tj Parthemer,,,
661,0,2012-13,{'href': '/team/167/11320'},22,52,8,0.154,0.185,-,0.154,3,-,-,-,5,1,1,-,1,19,-,-,-,-,-,11320,167,1439148,Eliot Lowell,,,
662,1,2013-14,{'href': '/team/167/11620'},2,2,-,0.000,0.333,-,0.000,1,-,-,-,1,1,-,-,-,1,-,-,-,-,-,11320,167,1439148,Eliot Lowell,,,
663,2,2014-15,{'href': '/team/167/12080'},20,34,5,0.147,0.275,-,0.176,3,1,-,-,1,6,-,-,1,6,4,-,-,-,-,11320,167,1439148,Eliot Lowell,,,
664,3,2015-16,{'href': '/team/167/12360'},30,68,12,0.176,0.325,-,0.191,10,1,-,-,4,15,-,-,1,16,-,1,2,-,-,11320,167,1439148,Eliot Lowell,,,
665,0,2012-13,{'href': '/team/167/11320'},10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,167,1439149,Matt Horton,,,
666,1,2013-14,{'href': '/team/167/11620'},12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,167,1439149,Matt Horton,,,
667,2,2014-15,{'href': '/team/167/12080'},3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,167,1439149,Matt Horton,,,
668,0,2012-13,{'href': '/team/167/11320'},11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,167,1439150,Zach Mcculley,,,
669,1,2013-14,{'href': '/team/167/11620'},7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,167,1439150,Zach Mcculley,,,
670,0,2013-14,{'href': '/team/167/11620'},21,55,24,0.436,0.500,-,0.545,11,4,1,-,6,3,4,-,-,7,-,3,2,-,-,11320,167,1439151,Jordan Winawer,,,
671,1,2014-15,{'href': '/team/167/12080'},33,98,18,0.184,0.266,-,0.204,14,2,-,-,6,9,2,-,1,24,3,2,-,-,-,11320,167,1439151,Jordan Winawer,,,
672,2,2015-16,{'href': '/team/167/12360'},33,95,19,0.200,0.282,-,0.274,12,2,1,1,6,10,2,3,4,19,3,4,1,-,-,11320,167,1439151,Jordan Winawer,,,
673,0,2012-13,{'href': '/team/167/11320'},11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,167,1439152,Michael Byrne,,,
674,1,2013-14,{'href': '/team/167/11620'},10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,167,1439152,Michael Byrne,,,
675,2,2014-15,{'href': '/team/167/12080'},12,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,167,1439152,Michael Byrne,,,
676,3,2015-16,{'href': '/team/167/12360'},12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,167,1439152,Michael Byrne,,,
677,0,2012-13,{'href': '/team/167/11320'},19,56,6,0.107,0.194,-,0.232,6,2,-,1,3,3,3,-,4,24,-,-,1,-,-,11320,167,1439154,Collin Mcgee,,,
678,1,2013-14,{'href': '/team/167/11620'},9,17,4,0.235,0.278,-,0.235,1,-,-,-,-,1,-,-,2,3,-,-,-,-,-,11320,167,1439154,Collin Mcgee,,,
679,2,2014-15,{'href': '/team/167/12080'},6,6,-,0.000,0.143,-,0.000,-,-,-,-,1,1,-,-,-,2,-,1,-,-,-,11320,167,1439154,Collin Mcgee,,,
680,3,2015-16,{'href': '/team/167/12360'},4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,167,1439154,Collin Mcgee,,,
681,0,2013-14,{'href': '/team/167/11620'},4,1,-,0.000,0.000,-,0.000,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,167,1439156,Dan Morris,,,
682,1,2014-15,{'href': '/team/167/12080'},37,130,37,0.285,0.352,-,0.392,22,10,2,-,19,12,2,1,1,26,5,2,-,-,-,11320,167,1439156,Dan Morris,,,
683,0,2012-13,{'href': '/team/813/11320'},16,15,-,0.000,0.318,-,0.000,4,-,-,-,-,3,4,-,-,5,1,2,-,-,-,11320,813,1439291,Charles Cook,,,
684,1,2013-14,{'href': '/team/813/11620'},12,8,1,0.125,0.222,-,0.125,1,-,-,-,-,-,1,-,-,2,-,-,-,-,-,11320,813,1439291,Charles Cook,,,
685,0,2014-15,{'href': '/team/172/12080'},5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,172,1526140,Jackson Bubala,5,,
686,1,2015-16,{'href': '/team/172/12360'},8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,172,1526140,Jackson Bubala,8,,
687,2,2016-17,{'href': '/team/172/12560'},10,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,172,1526140,Jackson Bubala,10,,
688,0,2013-14,{'href': '/team/172/11620'},11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,172,1526141,Chris Burkholder,11,,
689,1,2014-15,{'href': '/team/172/12080'},15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,172,1526141,Chris Burkholder,15,,
690,2,2015-16,{'href': '/team/172/12360'},19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,172,1526141,Chris Burkholder,19,,
691,3,2016-17,{'href': '/team/172/12560'},17,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,172,1526141,Chris Burkholder,17,,
692,0,2013-14,{'href': '/team/172/11620'},10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,172,1526142,Michael Concato,10,,
693,1,2014-15,{'href': '/team/172/12080'},9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,172,1526142,Michael Concato,9,,
694,2,2017-18,{'href': '/team/172/12973'},7,-,-,-,-,0,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,11620,172,1526142,Michael Concato,7,,
