,index,Year,Team,GP,AB,H,BA,OBPct,TB,SlgPct,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,season_id,school_id,stats_player_seq,name,G,RBI2out,OPP DP
695,0,2013-14,{'href': '/team/172/11620'},16,46,12,0.261,0.320,-,0.413,8,1,3,-,2,4,-,-,-,11,2,1,-,-,-,11620,172,1526143,Michael Ketchmark,16,,
696,1,2014-15,{'href': '/team/172/12080'},42,141,29,0.206,0.261,-,0.319,13,3,2,3,18,8,3,1,1,32,3,-,-,-,-,11620,172,1526143,Michael Ketchmark,42,,
697,2,2015-16,{'href': '/team/172/12360'},42,145,37,0.255,0.319,-,0.414,18,8,-,5,28,12,2,1,-,26,1,1,1,-,-,11620,172,1526143,Michael Ketchmark,42,,
698,3,2016-17,{'href': '/team/172/12560'},39,146,48,0.329,0.408,77,0.527,31,12,1,5,25,19,2,2,-,19,4,2,-,-,2,11620,172,1526143,Michael Ketchmark,39,,
699,0,2013-14,{'href': '/team/172/11620'},3,3,1,0.333,0.500,-,0.333,1,-,-,-,-,1,-,-,-,1,-,-,-,-,-,11620,172,1526144,John Melody,3,,
700,1,2014-15,{'href': '/team/172/12080'},9,14,1,0.071,0.188,-,0.071,2,-,-,-,-,2,-,-,-,7,1,-,-,-,-,11620,172,1526144,John Melody,9,,
701,2,2015-16,{'href': '/team/172/12360'},9,10,1,0.100,0.308,-,0.200,2,1,-,-,-,2,1,-,-,5,-,-,-,-,-,11620,172,1526144,John Melody,9,,
702,3,2016-17,{'href': '/team/172/12560'},7,9,1,0.111,0.273,1,0.111,1,-,-,-,-,1,1,-,-,2,-,-,-,-,-,11620,172,1526144,John Melody,7,,
703,0,2013-14,{'href': '/team/172/11620'},14,19,3,0.158,0.238,-,0.158,2,-,-,-,1,2,-,-,1,4,-,-,-,-,-,11620,172,1526145,Ben Socher,14,,
704,1,2014-15,{'href': '/team/172/12080'},38,121,33,0.273,0.333,-,0.347,20,2,2,1,6,7,4,-,6,16,1,6,1,-,-,11620,172,1526145,Ben Socher,38,,
705,2,2015-16,{'href': '/team/172/12360'},33,89,20,0.225,0.330,-,0.236,7,1,-,-,4,8,6,-,6,11,2,3,2,-,-,11620,172,1526145,Ben Socher,33,,
706,3,2016-17,{'href': '/team/172/12560'},21,19,2,0.105,0.250,3,0.158,3,1,-,-,1,3,1,1,1,2,-,1,-,-,-,11620,172,1526145,Ben Socher,21,,
707,0,2013-14,{'href': '/team/172/11620'},3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,172,1526146,Zach Sorenson,3,,
708,0,2013-14,{'href': '/team/80/11620'},37,139,34,0.245,0.318,-,0.288,20,4,1,-,9,9,6,-,6,25,3,2,4,-,-,11620,80,1527418,Robert Henry,37,,
709,1,2014-15,{'href': '/team/80/12080'},39,160,58,0.362,0.430,-,0.531,30,17,2,2,21,18,1,-,1,20,4,7,2,-,1,11620,80,1527418,Robert Henry,39,,
710,2,2015-16,{'href': '/team/80/12360'},39,152,40,0.263,0.345,-,0.375,20,3,1,4,18,17,2,-,1,25,2,3,2,-,-,11620,80,1527418,Robert Henry,39,,
711,3,2016-17,{'href': '/team/80/12560'},37,139,44,0.317,0.422,67,0.482,31,4,5,3,13,20,6,1,2,30,3,9,5,-,1,11620,80,1527418,Robert Henry,37,,
712,0,2013-14,{'href': '/team/80/11620'},25,80,17,0.212,0.315,30,0.375,14,5,1,2,15,10,2,-,1,25,1,-,1,-,1,11620,80,1527419,Josh Huntley,25,,
713,1,2014-15,{'href': '/team/80/12080'},34,106,23,0.217,0.331,-,0.443,18,10,1,4,18,13,6,2,-,34,-,-,-,-,-,11620,80,1527419,Josh Huntley,34,,
714,2,2015-16,{'href': '/team/80/12360'},35,112,35,0.312,0.400,-,0.429,15,13,-,-,16,13,4,1,2,28,5,-,1,-,-,11620,80,1527419,Josh Huntley,35,,
715,3,2016-17,{'href': '/team/80/12560'},37,139,39,0.281,0.350,55,0.396,13,4,-,4,36,13,4,4,1,33,6,-,2,-,-,11620,80,1527419,Josh Huntley,37,,
716,0,2013-14,{'href': '/team/80/11620'},35,116,30,0.259,0.307,-,0.302,15,2,-,1,18,8,1,2,-,14,8,5,-,-,-,11620,80,1527420,Marc Sredojevic,35,,
717,1,2014-15,{'href': '/team/80/12080'},39,131,31,0.237,0.338,-,0.290,20,5,1,-,14,17,3,-,-,17,4,1,2,-,-,11620,80,1527420,Marc Sredojevic,39,,
718,2,2015-16,{'href': '/team/80/12360'},24,62,18,0.290,0.375,-,0.306,7,1,-,-,7,7,2,1,1,14,-,-,1,-,-,11620,80,1527420,Marc Sredojevic,24,,
719,3,2016-17,{'href': '/team/80/12560'},37,124,42,0.339,0.459,60,0.484,15,9,-,3,19,25,5,3,2,19,-,1,2,-,1,11620,80,1527420,Marc Sredojevic,37,,
720,0,2013-14,{'href': '/team/80/11620'},8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,80,1527421,Christian Taugner,8,,
721,1,2015-16,{'href': '/team/80/12360'},9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,80,1527421,Christian Taugner,9,,
722,2,2016-17,{'href': '/team/80/12560'},9,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,80,1527421,Christian Taugner,9,,
723,0,2013-14,{'href': '/team/80/11620'},10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,80,1527422,Max Ritchie,10,,
724,1,2014-15,{'href': '/team/80/12080'},7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,80,1527422,Max Ritchie,7,,
725,2,2015-16,{'href': '/team/80/12360'},7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,80,1527422,Max Ritchie,7,,
726,3,2016-17,{'href': '/team/80/12560'},9,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,80,1527422,Max Ritchie,9,,
727,0,2015-16,{'href': '/team/80/12360'},4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,80,1527423,Samuel Hauser,4,,
728,1,2016-17,{'href': '/team/80/12560'},16,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,80,1527423,Samuel Hauser,16,,
729,0,2013-14,{'href': '/team/80/11620'},8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,80,1527424,Jake Spezial,8,,
730,1,2014-15,{'href': '/team/80/12080'},10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,80,1527424,Jake Spezial,10,,
731,2,2016-17,{'href': '/team/80/12560'},3,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,80,1527424,Jake Spezial,3,,
732,0,2013-14,{'href': '/team/158/11620'},18,37,7,0.189,0.311,-,0.270,5,1,1,-,8,6,1,1,2,8,-,4,-,-,-,11620,158,1535789,Kyle Bartelman,18,,
733,1,2014-15,{'href': '/team/158/12080'},8,7,2,0.286,0.500,-,0.286,1,-,-,-,-,3,-,-,-,2,-,-,-,-,-,11620,158,1535789,Kyle Bartelman,8,,
734,2,2015-16,{'href': '/team/158/12360'},37,133,30,0.226,0.297,-,0.406,20,5,5,3,19,10,4,1,3,16,2,-,1,-,-,11620,158,1535789,Kyle Bartelman,37,,
735,3,2016-17,{'href': '/team/158/12560'},39,146,51,0.349,0.369,83,0.568,25,7,2,7,33,5,2,4,-,16,6,2,1,-,1,11620,158,1535789,Kyle Bartelman,39,,
736,0,2013-14,{'href': '/team/158/11620'},7,8,-,0.000,0.000,-,0.000,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,11620,158,1535790,Nicholas Erickson,7,,
737,0,2013-14,{'href': '/team/158/11620'},16,16,5,0.312,0.450,-,0.312,2,-,-,-,2,4,-,-,-,4,-,2,2,-,-,11620,158,1535791,Shane Adams,16,,
738,1,2014-15,{'href': '/team/158/12080'},31,45,14,0.311,0.418,-,0.311,16,-,-,-,4,9,-,1,1,7,1,8,1,-,-,11620,158,1535791,Shane Adams,31,,
739,2,2015-16,{'href': '/team/158/12360'},26,58,16,0.276,0.382,-,0.448,14,1,-,3,10,10,-,-,3,13,-,9,2,-,-,11620,158,1535791,Shane Adams,26,,
740,3,2016-17,{'href': '/team/158/12560'},36,110,30,0.273,0.369,45,0.409,21,7,1,2,14,15,3,2,1,25,3,10,3,-,-,11620,158,1535791,Shane Adams,36,,
741,0,2013-14,{'href': '/team/158/11620'},46,153,49,0.320,0.386,62,0.405,27,8,1,1,15,12,5,1,9,17,-,14,2,-,-,11620,158,1535792,Will Savage,46,,
742,1,2014-15,{'href': '/team/158/12080'},49,172,52,0.302,0.406,-,0.395,37,6,2,2,15,26,4,-,4,28,3,10,5,-,1,11620,158,1535792,Will Savage,49,,
743,2,2015-16,{'href': '/team/158/12360'},41,158,58,0.367,0.463,-,0.487,36,11,1,2,15,26,3,1,1,15,1,20,5,-,-,11620,158,1535792,Will Savage,41,,
744,0,2013-14,{'href': '/team/158/11620'},48,186,55,0.296,0.351,78,0.419,25,12,1,3,35,16,2,4,-,23,3,3,2,-,-,11620,158,1535793,Robb Paller,48,,
745,1,2014-15,{'href': '/team/158/12080'},44,159,42,0.264,0.392,-,0.472,32,12,-,7,35,32,2,1,-,25,2,2,2,-,-,11620,158,1535793,Robb Paller,44,,
746,2,2015-16,{'href': '/team/158/12360'},41,149,45,0.302,0.400,-,0.503,26,13,1,5,32,24,1,1,-,28,1,5,3,-,-,11620,158,1535793,Robb Paller,41,,
747,0,2013-14,{'href': '/team/158/11620'},15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,158,1535794,George Thanopoulos,15,,
748,1,2014-15,{'href': '/team/158/12080'},14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,158,1535794,George Thanopoulos,14,,
749,2,2015-16,{'href': '/team/158/12360'},13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,158,1535794,George Thanopoulos,13,,
750,0,2013-14,{'href': '/team/158/11620'},8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,158,1535795,Ty Wiest,8,,
751,1,2014-15,{'href': '/team/158/12080'},14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,158,1535795,Ty Wiest,14,,
752,2,2016-17,{'href': '/team/158/12560'},10,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,158,1535795,Ty Wiest,10,,
753,3,2017-18,{'href': '/team/158/12973'},16,-,-,-,-,0,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,11620,158,1535795,Ty Wiest,16,,
754,0,2014-15,{'href': '/team/158/12080'},5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,158,1535796,Garrett Roberts,5,,
755,0,2013-14,{'href': '/team/158/11620'},4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,158,1535798,Ryan Marks,4,,
756,1,2014-15,{'href': '/team/158/12080'},18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,158,1535798,Ryan Marks,18,,
757,2,2015-16,{'href': '/team/158/12360'},11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,158,1535798,Ryan Marks,11,,
758,3,2016-17,{'href': '/team/158/12560'},12,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,158,1535798,Ryan Marks,12,,
759,0,2013-14,{'href': '/team/172/11620'},5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,172,1546993,Adam Charnin-Aker,5,,
760,1,2014-15,{'href': '/team/172/12080'},4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,172,1546993,Adam Charnin-Aker,4,,
761,2,2015-16,{'href': '/team/172/12360'},7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,172,1546993,Adam Charnin-Aker,7,,
762,0,2013-14,{'href': '/team/167/11620'},5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,167,1546994,Scott Soltis,5,,
763,1,2014-15,{'href': '/team/167/12080'},1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,167,1546994,Scott Soltis,1,,
764,2,2015-16,{'href': '/team/167/12360'},13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,167,1546994,Scott Soltis,13,,
765,3,2016-17,{'href': '/team/167/12560'},10,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,167,1546994,Scott Soltis,10,,
766,0,2013-14,{'href': '/team/167/11620'},11,18,2,0.111,0.111,-,0.167,3,1,-,-,2,-,-,-,-,4,1,-,-,-,-,11620,167,1546995,Frankie Padulo,11,,
767,1,2014-15,{'href': '/team/167/12080'},36,95,27,0.284,0.340,-,0.379,13,7,1,-,8,6,2,-,3,16,3,2,-,-,-,11620,167,1546995,Frankie Padulo,36,,
768,2,2015-16,{'href': '/team/167/12360'},36,120,23,0.192,0.292,-,0.267,19,6,-,1,11,14,3,-,1,20,5,1,1,-,-,11620,167,1546995,Frankie Padulo,36,,
769,3,2016-17,{'href': '/team/167/12560'},38,116,34,0.293,0.397,50,0.431,24,6,2,2,21,19,3,3,1,19,4,4,2,-,-,11620,167,1546995,Frankie Padulo,38,,
770,0,2013-14,{'href': '/team/167/11620'},16,34,6,0.176,0.263,-,0.235,3,2,-,-,1,3,1,-,-,10,-,-,-,-,-,11620,167,1546996,Jamie Smith,16,,
771,1,2014-15,{'href': '/team/167/12080'},18,46,6,0.130,0.180,-,0.261,4,3,-,1,5,2,1,1,-,19,-,-,-,-,-,11620,167,1546996,Jamie Smith,18,,
772,2,2015-16,{'href': '/team/167/12360'},12,16,1,0.062,0.211,-,0.250,2,-,-,1,1,2,1,-,-,7,1,-,-,-,-,11620,167,1546996,Jamie Smith,12,,
773,0,2014-15,{'href': '/team/167/12080'},3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,167,1546997,Ryne Veenema,3,,
774,1,2015-16,{'href': '/team/167/12360'},10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,167,1546997,Ryne Veenema,10,,
775,0,2013-14,{'href': '/team/167/11620'},10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,167,1546998,Paul Balestrieri,10,,
776,1,2014-15,{'href': '/team/167/12080'},15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,167,1546998,Paul Balestrieri,15,,
777,2,2015-16,{'href': '/team/167/12360'},11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,167,1546998,Paul Balestrieri,11,,
778,3,2016-17,{'href': '/team/167/12560'},9,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,167,1546998,Paul Balestrieri,9,,
779,0,2013-14,{'href': '/team/167/11620'},2,1,-,0.000,0.000,-,0.000,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,11620,167,1546999,Jacob Weston,2,,
780,1,2014-15,{'href': '/team/167/12080'},7,19,4,0.211,0.211,-,0.316,-,2,-,-,2,-,-,-,-,9,1,-,-,-,-,11620,167,1546999,Jacob Weston,7,,
781,2,2015-16,{'href': '/team/167/12360'},18,47,7,0.149,0.212,-,0.234,3,1,-,1,5,4,-,1,1,16,-,-,-,-,-,11620,167,1546999,Jacob Weston,18,,
782,0,2013-14,{'href': '/team/167/11620'},7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,167,1547000,Tim Willittes,7,,
783,1,2015-16,{'href': '/team/167/12360'},13,1,-,0.000,0.000,-,0.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,167,1547000,Tim Willittes,13,,
784,2,2016-17,{'href': '/team/167/12560'},10,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,167,1547000,Tim Willittes,10,,
785,3,2017-18,{'href': '/team/167/12973'},11,-,-,-,-,0,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,11620,167,1547000,Tim Willittes,11,,
786,0,2013-14,{'href': '/team/167/11620'},3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,167,1547001,Ray Brewer,3,,
787,1,2014-15,{'href': '/team/167/12080'},5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,167,1547001,Ray Brewer,5,,
788,0,2013-14,{'href': '/team/167/11620'},6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,167,1547002,Tiger Smith,6,,
789,0,2013-14,{'href': '/team/167/11620'},39,143,40,0.280,0.356,79,0.552,23,10,1,9,32,12,5,-,-,40,1,3,-,-,2,11620,167,1547003,Ryan Karl,39,,
790,1,2014-15,{'href': '/team/167/12080'},40,134,30,0.224,0.333,-,0.313,22,6,-,2,18,19,4,2,-,38,2,2,3,-,-,11620,167,1547003,Ryan Karl,40,,
791,0,2013-14,{'href': '/team/167/11620'},32,86,21,0.244,0.320,-,0.395,11,4,-,3,10,6,4,1,-,17,2,-,-,-,1,11620,167,1547004,Spencer Scorza,32,,
792,1,2014-15,{'href': '/team/167/12080'},40,147,41,0.279,0.338,-,0.381,21,12,-,1,25,9,4,-,-,15,8,2,-,-,-,11620,167,1547004,Spencer Scorza,40,,
793,0,2013-14,{'href': '/team/167/11620'},19,41,7,0.171,0.261,-,0.220,5,2,-,-,4,5,-,-,-,5,-,2,1,-,1,11620,167,1547005,Tommy Wagner,19,,
794,1,2014-15,{'href': '/team/167/12080'},28,91,28,0.308,0.365,-,0.352,13,2,1,-,15,8,2,3,-,7,4,4,1,-,-,11620,167,1547005,Tommy Wagner,28,,
795,2,2015-16,{'href': '/team/167/12360'},23,85,29,0.341,0.429,-,0.471,12,5,-,2,11,10,3,-,2,7,3,3,-,-,2,11620,167,1547005,Tommy Wagner,23,,
796,3,2016-17,{'href': '/team/167/12560'},38,152,45,0.296,0.343,54,0.355,23,2,2,1,22,9,4,4,-,13,7,1,2,-,-,11620,167,1547005,Tommy Wagner,38,,
797,0,2013-14,{'href': '/team/554/11620'},32,108,33,0.306,0.380,-,0.370,17,5,1,-,10,11,2,-,1,24,1,2,2,-,-,11620,554,1547349,Dan Baer,32,,
798,1,2014-15,{'href': '/team/554/12080'},33,89,16,0.180,0.277,-,0.292,10,4,3,-,5,10,2,-,1,28,2,3,1,-,-,11620,554,1547349,Dan Baer,33,,
799,2,2015-16,{'href': '/team/554/12360'},33,84,16,0.190,0.269,-,0.310,16,5,1,1,7,8,1,-,1,23,1,3,3,-,-,11620,554,1547349,Dan Baer,33,,
800,3,2016-17,{'href': '/team/554/12560'},30,90,18,0.200,0.255,25,0.278,8,4,-,1,9,6,1,1,3,31,3,2,1,-,-,11620,554,1547349,Dan Baer,30,,
801,0,2013-14,{'href': '/team/554/11620'},37,125,35,0.280,0.316,-,0.328,8,3,-,1,19,6,2,3,-,22,3,-,-,-,-,11620,554,1547350,Zach Belski,37,,
802,1,2014-15,{'href': '/team/554/12080'},38,135,35,0.259,0.340,-,0.289,7,1,-,1,13,13,4,1,1,24,6,-,-,-,1,11620,554,1547350,Zach Belski,38,,
803,2,2015-16,{'href': '/team/554/12360'},45,154,39,0.253,0.346,-,0.383,19,11,-,3,28,19,5,4,1,41,2,-,-,-,3,11620,554,1547350,Zach Belski,45,,
804,3,2016-17,{'href': '/team/554/12560'},41,143,33,0.231,0.325,52,0.364,17,2,1,5,17,19,3,4,-,33,3,-,-,-,1,11620,554,1547350,Zach Belski,41,,
805,0,2013-14,{'href': '/team/554/11620'},36,109,22,0.202,0.287,-,0.220,12,2,-,-,8,13,-,-,1,37,1,1,-,-,-,11620,554,1547351,Nick Hernandez,36,,
806,1,2014-15,{'href': '/team/554/12080'},34,113,29,0.257,0.323,-,0.372,12,7,-,2,11,10,1,-,-,30,4,3,1,-,-,11620,554,1547351,Nick Hernandez,34,,
807,2,2015-16,{'href': '/team/554/12360'},45,170,49,0.288,0.356,-,0.388,21,6,1,3,33,18,-,-,2,31,3,8,3,-,-,11620,554,1547351,Nick Hernandez,45,,
808,3,2016-17,{'href': '/team/554/12560'},40,150,46,0.307,0.354,68,0.453,11,6,2,4,24,10,2,2,-,35,4,4,1,-,-,11620,554,1547351,Nick Hernandez,40,,
809,0,2013-14,{'href': '/team/554/11620'},3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,554,1547352,Bryce Keller,3,,
810,0,2013-14,{'href': '/team/554/11620'},13,12,2,0.167,0.231,-,0.167,-,-,-,-,-,1,-,-,-,4,-,-,-,-,-,11620,554,1547353,Cody Phillips,13,,
811,1,2014-15,{'href': '/team/554/12080'},17,21,2,0.095,0.208,-,0.190,4,2,-,-,-,3,-,-,-,10,-,-,-,-,-,11620,554,1547353,Cody Phillips,17,,
812,2,2015-16,{'href': '/team/554/12360'},19,43,10,0.233,0.306,-,0.279,7,-,1,-,4,5,-,1,1,9,-,1,-,-,-,11620,554,1547353,Cody Phillips,19,,
813,3,2016-17,{'href': '/team/554/12560'},29,88,23,0.261,0.316,27,0.307,16,4,-,-,4,6,1,-,-,17,3,-,-,-,-,11620,554,1547353,Cody Phillips,29,,
814,0,2013-14,{'href': '/team/554/11620'},26,55,10,0.182,0.224,-,0.200,2,1,-,-,7,3,-,-,1,16,3,1,-,-,-,11620,554,1547354,Chad Powers,26,,
815,1,2014-15,{'href': '/team/554/12080'},21,35,9,0.257,0.316,-,0.371,5,1,-,1,3,2,1,-,-,13,-,-,-,-,-,11620,554,1547354,Chad Powers,21,,
816,2,2015-16,{'href': '/team/554/12360'},16,16,2,0.125,0.222,-,0.188,2,1,-,-,2,2,-,-,-,5,-,-,-,-,-,11620,554,1547354,Chad Powers,16,,
817,3,2016-17,{'href': '/team/554/12560'},9,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,554,1547354,Chad Powers,9,,
818,0,2013-14,{'href': '/team/554/11620'},10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,554,1547355,Keelan Smithers,10,,
819,1,2014-15,{'href': '/team/554/12080'},8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,554,1547355,Keelan Smithers,8,,
820,2,2015-16,{'href': '/team/554/12360'},8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,554,1547355,Keelan Smithers,8,,
821,3,2016-17,{'href': '/team/554/12560'},7,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,554,1547355,Keelan Smithers,7,,
822,0,2014-15,{'href': '/team/554/12080'},13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,554,1547356,Chris Giglio,13,,
823,1,2015-16,{'href': '/team/554/12360'},18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,554,1547356,Chris Giglio,18,,
824,2,2016-17,{'href': '/team/554/12560'},10,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,554,1547356,Chris Giglio,10,,
825,0,2013-14,{'href': '/team/540/11620'},6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,540,1547547,Andrew Burnick,6,,
826,1,2014-15,{'href': '/team/540/12080'},7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,540,1547547,Andrew Burnick,7,,
827,2,2015-16,{'href': '/team/540/12360'},3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,540,1547547,Andrew Burnick,3,,
828,3,2016-17,{'href': '/team/540/12560'},9,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,540,1547547,Andrew Burnick,9,,
829,0,2014-15,{'href': '/team/540/12080'},28,79,18,0.228,0.271,-,0.380,8,6,-,2,10,4,1,1,-,10,1,2,-,-,-,11620,540,1547548,Jonah Campbell,28,,
830,1,2015-16,{'href': '/team/540/12360'},16,27,5,0.185,0.290,-,0.222,2,1,-,-,3,3,1,-,-,8,-,-,-,-,-,11620,540,1547548,Jonah Campbell,16,,
831,0,2013-14,{'href': '/team/540/11620'},9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,540,1547549,Jake Cousins,9,,
832,1,2014-15,{'href': '/team/540/12080'},9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,540,1547549,Jake Cousins,9,,
833,2,2015-16,{'href': '/team/540/12360'},7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,540,1547549,Jake Cousins,7,,
834,3,2016-17,{'href': '/team/540/12560'},11,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,540,1547549,Jake Cousins,11,,
835,0,2013-14,{'href': '/team/540/11620'},16,28,6,0.214,0.314,-,0.357,6,1,-,1,7,4,1,2,-,8,-,1,1,-,-,11620,540,1547550,Tim Graul,16,,
836,1,2014-15,{'href': '/team/540/12080'},18,49,12,0.245,0.328,-,0.429,8,3,-,2,10,3,4,2,1,13,-,1,1,-,-,11620,540,1547550,Tim Graul,18,,
837,2,2015-16,{'href': '/team/540/12360'},35,136,42,0.309,0.405,-,0.544,19,14,-,6,26,19,3,-,-,20,2,2,1,-,-,11620,540,1547550,Tim Graul,35,,
838,3,2016-17,{'href': '/team/540/12560'},45,175,65,0.371,0.431,105,0.600,33,16,3,6,41,13,7,2,1,28,-,6,3,-,-,11620,540,1547550,Tim Graul,45,,
839,0,2013-14,{'href': '/team/540/11620'},5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,540,1547551,Mitchell Hammonds,5,,
840,1,2014-15,{'href': '/team/540/12080'},8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,540,1547551,Mitchell Hammonds,8,,
841,0,2013-14,{'href': '/team/540/11620'},8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,540,1547552,Jack Hartman,8,,
842,1,2015-16,{'href': '/team/540/12360'},10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,540,1547552,Jack Hartman,10,,
843,2,2016-17,{'href': '/team/540/12560'},6,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,540,1547552,Jack Hartman,6,,
844,3,2017-18,{'href': '/team/540/12973'},5,-,-,-,-,0,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,11620,540,1547552,Jack Hartman,5,,
845,0,2013-14,{'href': '/team/540/11620'},2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11620,540,1547553,Nick Pedalino,2,,
